Year.and.Quarter,Parameter,EPA.Region,Facility.Name,Oris.Code,Location.ID,Unit.Type,Primary.Fuel,Secondary.Fuel,Unit.Size,Unit.of.measurement,System.Identifier,Test.Number,RATA.Date,Op.Level.Code,Test.Reason.Code,CO2.O2.Reference.Method.Code,Reference.Method.Code,WAF,Default.WAF,Number.of.Load.Level,Relative.Accuracy,Overall.Bias.Adjustment.Factor,Bias.Adjustment.Factor,Average.Gross.Unit.Load,Confidence.Coefficient,Standard.Deviation.of.Difference,T.Value,Mean.Diff,Mean.CEM.Value,Mean.RATA.Reference,RATA.Frequency
20152,NOXC,2,Ticonderoga Mill,54099,44,DB,OIL,"W,NNG",600,KLBHR,VN1,82,6/17/2015,L,RECERT,,7E,,,1,1.39,1,1,218,1.14,1.48,2.306,-0.144,92.711,92.567,4QTRS
20152,NOXC,5,ArcelorMittal Warren,54207,B001,DB,OGS,PNG,300,KLBHR,111,39,4/14/2015,L,QA,,7E,,,1,4.52,1,1,158,0.578,0.75,2.306,-3.089,84.311,81.222,OS
20152,NOXC,5,ArcelorMittal Warren,54207,B004,DB,OGS,NNG,300,KLBHR,311,45,4/29/2015,L,QA,,7E,,,1,4.91,1.042,1.042,153,0.652,0.85,2.306,2.844,68.356,71.2,OS
20152,NOXC,3,Birchwood Power Facility,54304,1,T,C,,280,MW,NOX,NOX-Q2-2015-001,5/20/2015,L,QA,,7E,,,1,6.3,1,1,100,0.377,0.49,2.306,-1.889,37.844,35.956,4QTRS
20152,NOXC,3,"Domtar Paper Company, LLC",54638,CS1,DB,C,"DSL,NNG",380,KLBHR,931,9311-2015041416,4/14/2015,H,QA,,7E,,,1,8.59,1,1,339,1.92,2.5,2.306,-10.9,160.156,149.256,OS
20152,NOXC,5,Cargill Incorporated,880039,B004,DB,C,"DSL,PNG",450,KLBHR,411,NOX-411-2015041518,4/15/2015,H,QA,,7E,,,1,7.9,1,1,331,2.862,3.72,2.306,-7.289,135.8,128.511,OS
20152,NOXC,5,Cargill Incorporated,880039,B004,DB,C,"DSL,PNG",450,KLBHR,414,NOX-414-2015041518,4/15/2015,H,QA,,7E,,,1,9.32,1,1,331,2.872,3.74,2.306,-9.1,137.611,128.511,OS
20152,NOXC,5,Marathon Petroleum Company LP,880088,59F-3,OB,PRG,DSL,193,KLBHR,NOX,NOX-NOX-2015040813,4/8/2015,M,QA,,7E,,,1,2.05,1,1,100,1.999,2.6,2.306,0.144,104.278,104.422,OS
20152,NOXC,5,Marathon Petroleum Company LP,880088,59F-4,OB,PRG,DSL,180,KLBHR,NOX,NOX-NOX-2015040713,4/7/2015,M,QA,,7E,,,1,4.14,1.034,1.034,100,0.975,1.27,2.306,3.933,114.478,118.411,OS
20153,NOXC,2,Huntley Power,2549,CS0001,T,C,,405,MW,716,HUN_2015_RATA_NOXC,7/23/2015,H,RECERT,,7E,,,1,7.54,1,1,361,0.755,0.98,2.306,-3.644,62.022,58.378,4QTRS
20153,NOXC,5,Manitowoc,4125,8,CFB,PTC,"C,OSF",225,KLBHR,X06,X06-Q3-2015-001,8/4/2015,L,QA,,7E,,,1,7.43,1.068,1.068,81,0.337,0.44,2.306,1.956,28.922,30.878,4QTRS
20153,NOXC,5,Manitowoc,4125,9,CFB,PTC,C,525,KLBHR,X06,X06-Q3-2015-002,8/5/2015,L,QA,,7E,,,1,4.89,1,1,183,0.533,0.69,2.306,0.244,15.656,15.9,4QTRS
20153,NOXC,6,Martin Lake,6146,2,T,C,,890,MW,N03,N03-Q3-2015-001,9/3/2015,H,RECERT,,7E,,,1,2.75,1.017,1.017,801,0.682,0.89,2.306,1.1,63.6,64.7,4QTRS
20153,NOXC,6,Monticello,6147,1,T,C,,643,MW,N03,N03-Q3-2015-001,7/9/2015,H,QA,,7E,,,1,1.2,1,1,519,0.172,0.22,2.306,-0.767,78.833,78.067,4QTRS
20153,NOXC,6,Monticello,6147,2,T,C,,644,MW,N03,N03-Q3-2015-002,7/16/2015,H,QA,,7E,,,1,0.4,1,1,557,0.245,0.32,2.306,-0.022,66.311,66.289,4QTRS
20153,NOXC,6,Monticello,6147,3,DB,C,,867,MW,N03,N03-Q3-2015-003,7/23/2015,H,QA,,7E,,,1,0.59,1.004,1.004,852,0.133,0.17,2.306,0.333,78.767,79.1,4QTRS
20153,NOXC,2,"Black River Generation, LLC",10464,CS-1,CFB,W,"OSF,PTC,TDF",600,KLBHR,S11,RATA-Q32015-S11-31,8/26/2015,H,QA,,7E,,,1,5.87,1,1,498,0.865,1.13,2.306,-5.144,107.444,102.3,4QTRS
20153,NOXC,4,Cedar Bay Generating Co. LP,10672,CBA,CFB,C,,805,KLBHR,N10,N10-2015,9/10/2015,H,RECERT,,7E,,,1,0.5,1,1,709,0.279,0.36,2.306,-0.188,93.897,93.709,4QTRS
20153,NOXC,4,Cedar Bay Generating Co. LP,10672,CBB,CFB,C,,805,KLBHR,N20,N20-2015,9/9/2015,H,RECERT,,7E,,,1,1.68,1,1,692,1.355,1.76,2.306,-0.292,98.338,98.046,4QTRS
20153,NOXC,4,Cedar Bay Generating Co. LP,10672,CBC,CFB,C,,805,KLBHR,N30,N30-2015,9/11/2015,H,RECERT,,7E,,,1,7.23,1,1,703,1.013,1.32,2.306,-5.631,97.579,91.948,4QTRS
20153,NOXC,5,Northshore Mining Silver Bay Power,10849,PB1,DB,C,PNG,55,MW,111,42,8/11/2015,L,QA,,7E,,,1,4.75,1.038,1.038,30,0.003,0,2.306,0.009,0.229,0.238,4QTRS
20153,NOXC,5,Northshore Mining Silver Bay Power,10849,PB2,DB,C,PNG,85,MW,211,41,8/12/2015,L,QA,,7E,,,1,2.87,1.024,1.024,50,0.004,0.01,2.306,0.017,0.722,0.739,4QTRS
20153,NOXC,3,Northeastern Power Company,50039,31,CFB,C,,63,MW,N10,RATA-N10-20150804,8/4/2015,H,QA,,7E,,,1,6.78,1.067,1.067,56,0.116,0.15,2.306,1.506,22.411,23.917,4QTRS
20153,NOXC,4,US Steel (Fairfield Works),50730,208,DB,PRG,PNG,300,KLBHR,NOX,NOX-Q3-2015-003,7/17/2015,L,QA,,7E,,,1,35.77,1.111,1.111,60,0.068,0.09,2.306,1.744,3.322,5.067,OS
20153,NOXC,4,US Steel (Fairfield Works),50730,209,T,PRG,PNG,495,KLBHR,NOX,NOX-Q3-2015-001,7/10/2015,M,QA,,7E,,,1,35.91,1,1,347,1.902,2.48,2.306,1.022,7.122,8.144,OS
20153,NOXC,4,US Steel (Fairfield Works),50730,210,T,PRG,PNG,495,KLBHR,NOX,NOX-Q3-2015-002,7/15/2015,M,QA,,7E,,,1,6.25,1,1,300,1.033,1.63,2.201,0.017,16.783,16.8,OS
20153,NOXC,5,TES Filer City Station,50835,1,S,C,"PTC,TDF,W",320,KLBHR,NO1,NO1-3Q2015,8/20/2015,H,QA,,7E,,,1,6.88,1,1,307,3.8,4.94,2.306,-12.011,241.911,229.9,4QTRS
20153,NOXC,5,TES Filer City Station,50835,2,S,C,"PTC,TDF,W",320,KLBHR,NO2,NO2-3Q2015,8/20/2015,H,QA,,7E,,,1,6.5,1,1,300,0.922,1.2,2.306,-14.144,246,231.856,4QTRS
20153,NOXC,3,Wheelabrator - Frackville,50879,GEN1,CFB,C,DSL,410,KLBHR,1,001-Q3-2015,8/18/2015,H,QA,,7E,,,1,4.55,1,1,409,0.273,0.36,2.306,-3.089,77.011,73.922,4QTRS
20153,NOXC,3,Scrubgrass Generating Plant,50974,1,CFB,C,,420,KLBHR,101,101-20150903,9/3/2015,H,QA,,7E,,,1,3.54,1,1,372,1.164,1.63,2.262,-1.24,69.08,67.84,4QTRS
20153,NOXC,3,Scrubgrass Generating Plant,50974,2,CFB,C,,420,KLBHR,201,201-20150828,8/28/2015,H,QA,,7E,,,1,2.59,1,1,373,1.419,1.85,2.306,-0.778,85.767,84.989,4QTRS
20153,NOXC,4,"Indiantown Cogeneration, LP",50976,1,DB,C,"DSL,NNG,OGS",2500,KLBHR,N10,NOX8252015,8/25/2015,H,QA,,7E,,,1,2.27,1,1,2500,0.002,0,2.306,-0.002,0.19,0.188,4QTRS
20153,NOXC,6,Sandow Station,52071,5A,CFB,C,DSL,356,MW,N02,N02-Q3-2015-002,9/24/2015,H,QA,,7E,,,1,3.92,1,1,319,0.149,0.19,2.306,-1.156,34.422,33.267,4QTRS
20153,NOXC,6,Sandow Station,52071,5B,CFB,C,DSL,356,MW,N03,N03-Q3-2015-001,9/15/2015,H,QA,,7E,,,1,5.53,1,1,338,0.154,0.2,2.306,-1.633,33.944,32.311,4QTRS
20153,NOXC,5,Cadillac Renewable Energy,54415,EUBLR,S,W,,40,MW,N10,N10-15Q3-1,8/11/2015,L,QA,,7E,,,1,3.21,1.019,1.019,14,1.187,1.54,2.306,1.592,84.976,86.568,4QTRS
20153,NOXC,5,Genesee Power Station,54751,1,S,W,TDF,40,MW,111,RATA-111-15,7/21/2015,H,QA,,7E,,,1,7.14,1.073,1.073,35,0.361,0.47,2.306,6.633,91.322,97.956,4QTRS
20153,NOXC,4,Ascend (Decatur Plant),880041,CS001,S,C,,380,KLBHR,100,2015-1,7/30/2015,L,QA,,7E,,,1,2.23,1,1,90,0.438,0.57,2.306,-0.864,59.168,58.304,4QTRS
20153,NOXC,4,Ascend (Decatur Plant),880041,X015,DB,C,"PRG,WL",400,KLBHR,100,2015-1,7/28/2015,L,QA,,7E,,,1,2.65,1,1,210,2.777,3.61,2.306,-0.948,141.46,140.511,4QTRS
20154,NOXC,5,J H Campbell,1710,CS0009,"CB,T",C,,700,MW,920,920-Q4-2015-001,10/27/2015,H,QA,,7E,,,1,22.53,1,1,600,0.61,0.79,2.306,-10.567,60.167,49.6,4QTRS
20154,NOXC,5,J C Weadock,1720,CS0009,T,C,DSL,305,MW,920,920-Q4-2015-001,10/20/2015,H,QA,,7E,,,1,1.7,1,1,261,1.719,2.24,2.306,0.667,139.978,140.644,4QTRS
20154,NOXC,6,Martin Lake,6146,1,T,C,,890,MW,N03,N03-Q4-2015-001,10/8/2015,H,QA,,7E,,,1,2.18,1,1,795,0.18,0.24,2.306,-1.467,77.089,75.622,4QTRS
20154,NOXC,6,Martin Lake,6146,3,T,C,,890,MW,N03,N03-Q4-2015-002,10/15/2015,H,QA,,7E,,,1,0.96,1,1,826,0.48,0.62,2.306,-0.222,73.311,73.089,4QTRS
20154,NOXC,6,Oak Grove,6180,1,T,C,PNG,925,MW,N02,N02-Q4-2015-001,11/5/2015,H,QA,,7E,,,1,2.2,1,1,889,0.513,0.67,2.306,0.333,38.067,38.4,4QTRS
20154,NOXC,5,Tate & Lyle,10867,123-08,CFB,C,PNG,399,KLBHR,NOX,NOX-Q4-2015-001,12/8/2015,H,QA,,7E,,,1,1.1,1,1,377,0.732,0.95,2.306,0.1,75.589,75.689,4QTRS
20154,NOXC,5,Tate & Lyle,10867,123-09,CFB,C,PNG,399,KLBHR,NOX,NOX-Q4-2015-002,12/9/2015,H,QA,,7E,,,1,1.38,1,1,379,0.619,0.81,2.306,0.167,56.544,56.711,4QTRS
20154,NOXC,5,Ingredion Incorporated Argo Plant,54556,B10,CFB,C,,1150,KLBHR,101,101-Q4-2015-001,10/30/2015,M,QA,,7E,,,1,0.79,1,1,827,0.28,0.36,2.306,-0.333,78.256,77.922,4QTRS
20154,NOXC,2,"Lafarge Building Materials, Inc.",880044,41000,KLN,C,,,,1,EPA-001-2015,10/28/2015,H,QA,,7E,,,1,4.78,1.025,1.025,4,5.851,7.61,2.306,6.222,246.111,252.333,4QTRS
20161,NOXC,6,Big Brown,3497,1,T,C,,652,MW,N03,N03-Q1-2016-001,3/17/2016,H,QA,,7E,,,1,0.91,1,1,546,0.095,0.12,2.306,-0.544,70.956,70.411,4QTRS
20161,NOXC,2,"RED-Rochester, LLC-Eastman Business Park",10025,4B,T,C,DSL,650,KLBHR,4B4,4B4-Q1-2016-001,3/30/2016,L,QA,,7E,,,1,1.29,1,1,368,0.611,0.8,2.306,-1.767,185.956,184.189,4QTRS
20161,NOXC,5,Pixelle Specialty Solutions LLC,10244,B002,T,NNG,DSL,325,KLBHR,B2N,B2N1-2016032214,3/22/2016,L,QA,,7E,,,1,6.37,1,1,155,2.982,3.88,2.306,-24.944,463.311,438.367,4QTRS
20161,NOXC,5,Pixelle Specialty Solutions LLC,10244,B003,WBF,NNG,DSL,400,KLBHR,B3N,B3N0-2016032315,3/23/2016,L,QA,,7E,,,1,1.32,1,1,248,1.225,1.59,2.306,-1.933,241.333,239.4,4QTRS
20161,NOXC,6,Air Liquide Bayport Complex,10298,CG802,CC,PNG,OGS,100,MW,N20,N20-16Q1-2916RATA,2/9/2016,H,QA,,7E,,,1,4.66,1,1,86,0.137,0.18,2.306,-0.19,7.223,7.033,4QTRS
20161,NOXC,6,Air Liquide Bayport Complex,10298,CG803,CC,PNG,OGS,100,MW,N30,N30-16Q1-322016R,3/2/2016,H,QA,,7E,,,1,6.43,1.052,1.052,83,0.109,0.14,2.306,0.352,6.824,7.177,4QTRS
20161,NOXC,4,"Edgecombe Genco, LLC",10384,CS001,S,C,TDF,600,KLBHR,M10,10384-115-2016,3/18/2016,L,QA,,7E,,,1,2.67,1,1,131,1.116,1.45,2.306,-2.529,139.167,136.637,4QTRS
20161,NOXC,4,"Edgecombe Genco, LLC",10384,CS002,S,C,TDF,600,KLBHR,M20,10384-215-2016,3/18/2016,L,QA,,7E,,,1,2.73,1.018,1.018,124,1.115,1.45,2.306,2.198,119.311,121.51,4QTRS
20161,NOXC,2,Carneys Point,10566,1001,DB,C,"DSL,OIL",1306,KLBHR,200,NOX-200-2016033010,3/30/2016,L,QA,,7E,,,1,7.47,1,1,381,0.89,1.16,2.306,-2.878,53.278,50.4,4QTRS
20161,NOXC,2,Carneys Point,10566,1002,DB,C,"DSL,OIL",1306,KLBHR,100,NOX-100-2016032916,3/29/2016,L,QA,,7E,,,1,5.17,1,1,373,0.207,0.27,2.306,-2.2,48.789,46.589,4QTRS
20161,NOXC,6,River Valley,10671,CS1,CFB,C,,2600,KLBHR,100,1001-2016030914,3/9/2016,H,QA,,7E,,,1,0.93,1,1,2145,0.321,0.42,2.306,0.022,37.044,37.067,4QTRS
20161,NOXC,3,AES Warrior Run,10678,1,CFB,C,DSL,205,MW,101,101-Q1-2016-001,3/22/2016,M,INITIAL,,7E,,,1,6.81,1,1,136,1.175,1.53,2.306,1.167,33.211,34.378,4QTRS
20161,NOXC,4,Weyerhaeuser - New Bern,50188,6,DB,PNG,"OGS,PRG,OIL",120,KLBHR,100,6NO-RATA-03012016,3/1/2016,M,QA,,7E,,,1,6.88,1,1,74,0.272,0.35,2.306,-2.444,41.9,39.456,OS
20161,NOXC,4,KapStone Paper and Packaging Corp,50254,MS1A,T,C,W,370,KLBHR,1AN,1AN1-2016030914,3/9/2016,M,QA,,7E,,,1,7.2,1,1,229,3.022,3.93,2.306,-10.556,199.111,188.556,4QTRS
20161,NOXC,4,KapStone Paper and Packaging Corp,50254,MS1B,T,C,W,370,KLBHR,1BN,1BN1-2016030914,3/9/2016,M,QA,,7E,,,1,3.7,1,1,229,1.452,1.89,2.306,-5.933,205.633,199.7,4QTRS
20161,NOXC,4,Resolute Forest Products - Calhoun Ops,50956,11,DB,C,,385,KLBHR,111,111-Q1-2016-001,3/23/2016,H,QA,,7E,,,1,1.73,1,1,271,1.02,1.33,2.306,-0.709,100.842,100.133,OS
20161,NOXC,4,Resolute Forest Products - Calhoun Ops,50956,12,DB,C,,385,KLBHR,121,121-Q1-2016-001,3/21/2016,H,QA,,7E,,,1,5.33,1,1,276,2.261,2.94,2.306,-2.604,93.893,91.289,OS
20161,NOXC,4,Roanoke Valley Energy Facility I,54035,1,DB,C,DSL,1365,KLBHR,N10,N10-RATA2016Q1,2/15/2016,L,QA,,7E,,,1,2.03,1,1,500,1.792,2.33,2.306,-1.067,141.656,140.589,4QTRS
20161,NOXC,3,"Spruance Genco, LLC",54081,CS001,S,C,,640,KLBHR,M10,54081-115-2016,2/26/2016,L,QA,,7E,,,1,3.31,1,1,232,2.107,2.74,2.306,-2.018,126.578,124.56,4QTRS
20161,NOXC,3,"Spruance Genco, LLC",54081,CS002,S,C,,640,KLBHR,M20,54081-215-2016,2/26/2016,M,QA,,7E,,,1,1.77,1,1,410,2.337,3.04,2.306,0.909,182.678,183.587,4QTRS
20161,NOXC,3,"Spruance Genco, LLC",54081,CS003,S,C,,640,KLBHR,M30,54081-315-2016,3/4/2016,L,QA,,7E,,,1,1.1,1,1,228,1.218,1.58,2.306,-0.36,143.478,143.118,4QTRS
20161,NOXC,3,"Spruance Genco, LLC",54081,CS004,S,C,,640,KLBHR,M40,54081-415-2016,3/4/2016,L,QA,,7E,,,1,2.92,1,1,236,2.661,3.46,2.306,1.423,138.256,139.678,4QTRS
20161,NOXC,4,University of NC Chapel Hill,54276,ES001,CFB,C,"DSL,PNG",250,KLBHR,100,EPA-100-2016,1/12/2016,L,QA,,7E,,,1,2.82,1,1,116,1.728,2.25,2.306,-2.881,166.427,163.546,OS
20161,NOXC,4,University of NC Chapel Hill,54276,ES002,CFB,C,"DSL,PNG",250,KLBHR,100,EPA-100-2016,1/14/2016,L,QA,,7E,,,1,3.85,1,1,112,0.615,0.8,2.306,-3.138,100.718,97.579,OS
20161,NOXC,4,Roanoke Valley Energy Facility II,54755,2,DB,C,DSL,434,KLBHR,N10,N10-RATA2016Q1,2/17/2016,H,QA,,7E,,,1,1.62,1,1,389,0.354,0.46,2.306,-0.933,80.289,79.356,4QTRS
20161,NOXC,4,Tate & Lyle-Loudon,880079,34,S,C,PNG(2016),249,KLBHR,NOX,NOX-Q1-2016-001,1/14/2016,H,QA,,7E,,,1,8.37,1,1,186,2.34,3.05,2.306,-8.133,133.267,125.133,4QTRS
20161,NOXC,4,Tate & Lyle-Loudon,880079,35,S,C,PNG(2016),249,KLBHR,NOX,NOX-Q1-2016-002,1/18/2016,H,QA,,7E,,,1,4.49,1.039,1.039,200,1.08,1.41,2.306,5.111,132.756,137.867,4QTRS
20162,NOXC,5,Powerton,879,CS0506,C,C,,1720,MW,106,106-Q2-2016-001,6/16/2016,L,QA,,7E,,,1,7.01,1,1,777,1.027,1.34,2.306,0.411,20.089,20.5,4QTRS
20162,NOXC,6,Big Brown,3497,2,T,C,,654,MW,N03,N03-Q2-2016-001,4/8/2016,H,QA,,7E,,,1,5.06,1,1,593,0.88,1.14,2.306,-3.122,82.156,79.033,4QTRS
20162,NOXC,5,Genoa,4143,1,T,C,,350,MW,106,106-Q2-2016-001,6/22/2016,L,QA,,7E,,,1,3.41,1,1,161,0.436,0.57,2.306,-1.511,58.544,57.033,4QTRS
20162,NOXC,5,J P Madgett,4271,B1,DTF,C,,430,MW,X06,X06-Q2-2016-001,6/29/2016,L,QA,,7E,,,1,2.42,1,1,155,0.169,0.22,2.306,-0.489,27.7,27.211,4QTRS
20162,NOXC,6,Monticello,6147,1,T,C,,643,MW,N03,N03-Q2-2016-001,6/30/2016,H,QA,,7E,,,1,0.77,1,1,536,0.162,0.21,2.306,-0.322,63.267,62.944,4QTRS
20162,NOXC,6,Oak Grove,6180,2,DB,C,PNG,925,MW,NO2,NO2-Q2-2016-001,4/28/2016,H,QA,,7E,,,1,1.03,1.007,1.007,886,0.127,0.17,2.306,0.267,37.856,38.122,4QTRS
20162,NOXC,6,Sandow,6648,4,T,C,,690,MW,N03,N03-Q2-2016-001,6/23/2016,H,QA,,7E,,,1,4.37,1,1,608,0.086,0.11,2.306,-1.067,27.444,26.378,4QTRS
20162,NOXC,4,"KapStone Charleston Kraft, LLC",7737,B001,DB,C,"DSL,W",1100,KLBHR,111,111-2016040814,4/8/2016,H,QA,,7E,,,1,1.57,1,1,950,1.769,2.3,2.306,0.13,120.656,120.786,OS
20162,NOXC,2,"RED-Rochester, LLC-Eastman Business Park",10025,3B,C,C,"NNG,OIL",440,KLBHR,3B4,3B4-Q2-2016-001,4/4/2016,M,QA,,7E,,,1,3.87,1,1,350,2.127,2.77,2.306,-10.078,325.622,315.544,4QTRS
20162,NOXC,2,Logan Generating Plant,10043,1001,DB,C,,1650,KLBHR,100,100-2016Q2,5/18/2016,L,QA,,7E,,,1,1.73,1,1,428,0.324,0.42,2.306,0.233,32.022,32.256,4QTRS
20162,NOXC,3,Colver Power Project,10143,AAB01,CFB,CRF,,125,MW,1,RATA-Q22016-001-1,6/1/2016,H,INITIAL,,7E,,,1,0.76,1,1,118,0.634,0.82,2.306,0.022,85.833,85.856,4QTRS
20162,NOXC,3,Grant Town Power Plant,10151,CS1,CFB,CRF,,850,KLBHR,190,190-Q2-2016-001,4/27/2016,H,QA,,7E,,,1,3.3,1,1,780,0.88,1.14,2.306,-1.722,80.467,78.744,4QTRS
20162,NOXC,6,Air Liquide Bayport Complex,10298,CG801,CC,PNG,OGS,100,MW,N10,N10-16Q2-52416R,5/24/2016,H,QA,,7E,,,1,2.79,1,1,77,0.117,0.15,2.306,-0.062,6.497,6.434,4QTRS
20162,NOXC,6,Air Liquide Bayport Complex,10298,CG804,CC,PNG,OGS,100,MW,N40,N40-16Q2-52616RATA,5/26/2016,H,QA,,7E,,,1,0.47,1,1,78,0.032,0.04,2.306,0.001,6.966,6.967,4QTRS
20162,NOXC,3,City Point Energy Center,10377,CS001,S,C,,600,KLBHR,M10,10377-111-2016,5/17/2016,M,QA,,7E,,,1,3.24,1.019,1.019,375,2.24,2.91,2.306,3.071,160.522,163.593,4QTRS
20162,NOXC,3,City Point Energy Center,10377,CS002,S,C,,600,KLBHR,M20,10377-211-2016,5/17/2016,L,QA,,7E,,,1,1.01,1.001,1.001,168,1.377,1.79,2.306,0.201,156.744,156.946,4QTRS
20162,NOXC,4,CPI USA North Carolina Southport,10378,CS001,S,W,"TDF,C",550,KLBHR,M10,M10-2016-1,6/21/2016,H,QA,,7E,,,1,4.39,1,1,433,0.832,1.08,2.306,-3.5,102.156,98.656,4QTRS
20162,NOXC,4,CPI USA North Carolina Southport,10378,CS002,S,W,"TDF,C",550,KLBHR,M20,M20-2016-1,6/22/2016,H,QA,,7E,,,1,3.58,1,1,419,0.702,0.91,2.306,-2.867,102.656,99.789,4QTRS
20162,NOXC,4,CPI USA North Carolina Roxboro,10379,CS001,S,W,"TDF,C",470,KLBHR,M10,NOX-RATA-06282016,6/28/2016,H,QA,,7E,,,1,0.8,1,1,424,0.73,0.95,2.306,-0.222,119.833,119.611,4QTRS
20162,NOXC,5,ArcelorMittal Cleveland LLC,10398,B001,DB,PRG,"OIL,PNG",230,KLBHR,NOX,NOX-Q2-2016-002,4/12/2016,H,QA,,7E,,,1,3.37,1,1,217,0.054,0.07,2.306,-0.067,3.656,3.589,OS
20162,NOXC,5,ArcelorMittal Cleveland LLC,10398,B002,DB,PRG,"OIL,PNG",230,KLBHR,NOX,NOX-Q2-2016-004,4/11/2016,H,QA,,7E,,,1,6.18,1,1,222,0.068,0.09,2.306,-0.144,3.578,3.433,OS
20162,NOXC,5,ArcelorMittal Cleveland LLC,10398,B003,DB,PRG,"OIL,PNG",230,KLBHR,NOX,NOX-Q2-2016-003,4/7/2016,H,QA,,7E,,,1,7.52,1,1,210,0.051,0.07,2.306,-0.278,4.656,4.378,OS
20162,NOXC,5,ArcelorMittal Cleveland LLC,10398,B007,DB,PRG,PNG,230,KLBHR,NOX,NOX-Q2-2016-001,4/6/2016,M,QA,,7E,,,1,6.8,1,1,151,0.056,0.07,2.306,-0.144,3.089,2.944,OS
20162,NOXC,5,ArcelorMittal USA - Indiana Harbor East,10474,504,DB,PRG,NNG,400,KLBHR,3,003-Q2-2016-001,4/26/2016,H,QA,,7E,,,1,4.66,1,1,333,2.33,3.03,2.306,0.311,56.367,56.678,OS
20162,NOXC,5,ArcelorMittal USA - Indiana Harbor East,10474,CS5,DB,PRG,NNG,1124,KLBHR,3,003-Q2-2016-002,5/3/2016,H,QA,,7E,,,1,21.59,1.111,1.111,983,0.813,1.06,2.306,3.433,16.233,19.667,OS
20162,NOXC,3,Cambria Cogen,10641,1,CFB,CRF,,450,KLBHR,105,RATA-Q22016-105-2,5/24/2016,H,QA,,7E,,,1,2.28,1,1,405,0.565,0.74,2.306,-2.444,134.656,132.211,4QTRS
20162,NOXC,3,Cambria Cogen,10641,2,CFB,CRF,,450,KLBHR,205,RATA-Q22016-205-5,5/25/2016,H,QA,,7E,,,1,1.44,1,1,394,0.988,1.29,2.306,-0.822,126.833,126.011,4QTRS
20162,NOXC,5,Archer Daniels Midland Co.,10865,CS1,CFB,C,OSF,1750,KLBHR,NOX,NOX-Q2-2016-001,5/3/2016,M,QA,,7E,,,1,1.91,1,1,1253,0.703,0.91,2.306,0.156,44.878,45.033,4QTRS
20162,NOXC,5,Archer Daniels Midland Co.,10865,CS2,"CFB,OB","C,PNG",OSF,1382,KLBHR,NOX,NOX-Q2-2016-004,5/10/2016,M,QA,,7E,,,1,1.2,1,1,930,0.545,0.71,2.306,-0.022,47.1,47.078,4QTRS
20162,NOXC,5,Archer Daniels Midland Co.,10865,FBC8,CFB,C,OSF,1050,KLBHR,NOX,NOX-Q2-2016-003,5/5/2016,M,QA,,7E,,,1,2.44,1,1,854,0.535,0.7,2.306,-0.667,50.011,49.344,4QTRS
20162,NOXC,5,Archer Daniels Midland Co.,10865,FBC9,CFB,C,OSF,1270,KLBHR,NOX,NOX-Q2-2016-002,5/4/2016,M,QA,,7E,,,1,2.37,1,1,852,0.343,0.45,2.306,-0.122,19.789,19.667,4QTRS
20162,NOXC,3,Luke Paper Company,50282,CSPR06,"C,OB,T","C,PNG","DSL,PNG",1240,KLBHR,TSN,TSN-Q2-2016-001,5/26/2016,M,QA,,7E,,,1,5.98,1.049,1.049,663,2.238,2.91,2.306,7.856,161.078,168.933,4QTRS
20162,NOXC,3,Kimberly-Clark Tissue Company,50410,35,CFB,C,"OIL,PNG",650,KLBHR,OOI,NOX-OOI-2016052418,5/24/2016,H,QA,,7E,,,1,2.66,1,1,436,0.328,0.43,2.306,-0.478,30.767,30.289,4QTRS
20162,NOXC,5,Exxonmobil Oil Corporation,50627,20B1,CC,PRG,,24,MW,NO1,15,4/20/2016,H,QA,,7E,,,1,3.7,1.03,1.03,22,0.162,0.21,2.306,0.6,19.88,20.48,OS
20162,NOXC,5,Exxonmobil Oil Corporation,50627,55B100,DB,PRG,,400,KLBHR,NO1,15,4/19/2016,L,QA,,7E,,,1,9.82,1,1,154,0.807,1.05,2.306,-1.762,27.924,26.162,OS
20162,NOXC,3,Panther Creek Energy Facility,50776,1,CFB,C,,410,KLBHR,101,101-Q2-2016-001,5/13/2016,H,QA,,7E,,,1,3.86,1.033,1.033,390,0.595,0.78,2.306,2.7,82.567,85.267,4QTRS
20162,NOXC,3,Panther Creek Energy Facility,50776,2,CFB,C,,410,KLBHR,201,201-Q2-2016-001,5/11/2016,H,QA,,7E,,,1,3.95,1.031,1.031,376,0.783,1.02,2.306,2.456,79.5,81.956,4QTRS
20162,NOXC,4,"WestRock CP, LLC Florence Mill",50806,16,S,C,"OOL,W",770,KLBHR,414,124,4/7/2016,L,QA,,7E,,,1,5.64,1,1,418,0.913,1.19,2.306,-6.244,133.122,126.878,OS
20162,NOXC,4,"WestRock CP, LLC Florence Mill",50806,16,S,C,"OOL,W",770,KLBHR,41B,125,4/7/2016,L,QA,,7E,,,1,5.79,1,1,418,0.868,1.13,2.306,-6.478,133.356,126.878,OS
20162,NOXC,3,Wheelabrator - Frackville,50879,GEN1,CFB,C,DSL,410,KLBHR,1,001-Q22016-001,6/14/2016,H,QA,,7E,,,1,0.58,1.004,1.004,382,0.139,0.18,2.306,0.256,68.056,68.311,4QTRS
