Year.and.Quarter,Parameter,EPA.Region,Facility.Name,Oris.Code,Location.ID,Unit.Type,Primary.Fuel,Secondary.Fuel,Unit.Size,Unit.of.measurement,System.Identifier,Test.Number,RATA.Date,Op.Level.Code,Test.Reason.Code,CO2.O2.Reference.Method.Code,Reference.Method.Code,WAF,Default.WAF,Number.of.Load.Level,Relative.Accuracy,Overall.Bias.Adjustment.Factor,Bias.Adjustment.Factor,Average.Gross.Unit.Load,Confidence.Coefficient,Standard.Deviation.of.Difference,T.Value,Mean.Diff,Mean.CEM.Value,Mean.RATA.Reference,RATA.Frequency
20141,CO2,4,Barry,3,MS4A,T,C,PNG,400,MW,AB3,201403180711AB3,3/18/2014,H,QA,,3A,,,1,1.52,1,1,354,0.174,0.23,2.306,0.008,11.968,11.976,4QTRS
20141,CO2,4,Barry,3,MS4B,T,C,PNG,400,MW,ABH,201403190737ABH,3/19/2014,H,QA,,3A,,,1,3.04,1,1,357,0.023,0.03,2.306,0.33,11.27,11.6,4QTRS
20141,CO2,4,Barry,3,MS5C,T,C,PNG,800,MW,AD8,201402181002AD8,2/18/2014,H,RECERT,,3A,,,1,1.73,1,1,772,0.148,0.19,2.306,0.046,11.164,11.21,4QTRS
20141,CO2,4,E C Gaston,26,MS5A,T,C,DSL,963,MW,CC8,201402251019CC8,2/25/2014,H,RECERT,,3A,,,1,7.33,1,1,893,0.048,0.06,2.306,0.8,10.8,11.61,4QTRS
20141,CO2,4,Colbert,47,CSCO14,DB,C,,800,MW,300,300-Q1-2014-001,1/15/2014,M,QA,,3A,,,1,3.69,1,1,381,0.041,0.05,2.306,-0.244,7.967,7.722,4QTRS
20141,CO2,4,Widows Creek,50,7,T,C,,575,MW,300,300-Q1-2014-001,3/5/2014,H,QA,,3A,,,1,2.26,1,1,431,0.054,0.07,2.306,-0.167,9.967,9.8,4QTRS
20141,CO2,4,Widows Creek,50,8,T,C,,558,MW,300,300-Q1-2014-002,3/11/2014,M,QA,,3A,,,1,4.27,1,1,333,0.046,0.06,2.306,-0.289,8.144,7.856,4QTRS
20141,CO2,4,Cross,130,3,T,C,DSL,670,MW,3,003-Q1-2014-001,3/3/2014,M,QA,,3A,,,1,6.48,1,1,501,0.128,0.17,2.306,-0.556,11.111,10.556,4QTRS
20141,CO2,1,Bridgeport Harbor Station,568,BHB3,T,C,"OIL,DSL",410,MW,P33,P33-Q1-2014-002,2/20/2014,H,QA,,3A,,,1,4.81,1,1,399,0.067,0.09,2.306,0.567,12.589,13.156,4QTRS
20141,CO2,4,Crystal River,628,4,DB,C,,800,MW,409,CR4-RCO2-0214,3/7/2014,H,QA,,3A,,,1,1.03,1,1,671,0.067,0.09,2.306,0.033,9.644,9.678,4QTRS
20141,CO2,4,Crystal River,628,5,DB,C,,800,MW,509,CR5-RCO2-0114-1,1/31/2014,H,QA,,3A,,,1,1.13,1,1,775,0.026,0.03,2.306,0.089,10.078,10.167,4QTRS
20141,CO2,4,Crist Electric Generating Plant,641,CS1FGD,"DB,T",C,"DSL,OOL,PNG,DSL,OOL,PNG,OSF",1103,MW,101,101-2014-01-13,1/14/2014,M,QA,,3A,,,1,3.61,1,1,575,0.081,0.11,2.306,0.216,8.016,8.231,4QTRS
20141,CO2,4,Big Bend,645,BB03,WBT,C,,450,MW,205,205-021914-R0001,2/19/2014,H,QA,,3A,,,1,0.34,1,1,420,0.033,0.04,2.306,0.004,10.848,10.852,4QTRS
20141,CO2,4,Big Bend,645,BB04,T,C,,550,MW,405,405-022514-R0001,2/25/2014,H,QA,,3A,,,1,5.05,1,1,408,0.031,0.04,2.306,-0.445,9.862,9.418,4QTRS
20141,CO2,4,Bowen,703,MS1FGD,T,C,,770,MW,W12,01-W12-20140122,1/22/2014,H,QA,,3A,,,1,4.27,1,1,755,0.07,0.09,2.306,0.383,10.208,10.591,4QTRS
20141,CO2,4,Bowen,703,MS2FGD,T,C,,770,MW,W22,1-W22-20140122,1/22/2014,H,QA,,3A,,,1,2.17,1,1,746,0.026,0.03,2.306,0.215,10.89,11.104,4QTRS
20141,CO2,4,Bowen,703,MS3FGD,T,C,,1025,MW,W32,1-W32-20140114,1/14/2014,H,QA,,3A,,,1,4.06,1,1,931,0.033,0.04,2.306,0.453,11.527,11.98,4QTRS
20141,CO2,4,Bowen,703,MS4FGD,T,C,,1025,MW,W42,1-W42-20140114,1/14/2014,H,QA,,3A,,,1,1.71,1,1,933,0.044,0.06,2.306,0.159,11.726,11.886,4QTRS
20141,CO2,5,E D Edwards,856,3,DB,C,,360,MW,E32,E32-Q1-2014-001,3/25/2014,H,QA,,3A,,,1,1.84,1,1,300,0.09,0.12,2.306,-0.111,11,10.889,4QTRS
20141,CO2,5,E D Edwards,856,CS0001,DB,C,,270,MW,E12,E12-Q1-2014-001,3/26/2014,H,QA,,3A,,,1,2.85,1,1,250,0.086,0.11,2.306,-0.233,11.444,11.211,4QTRS
20141,CO2,5,Joliet 9,874,5,C,C,,350,MW,103,103-Q1-2014-001,3/20/2014,L,QA,,3A,,,1,5.8,1,1,135,0.038,0.05,2.306,-0.5,9.789,9.289,4QTRS
20141,CO2,5,Waukegan,883,7,T,C,,370,MW,403,403-Q1-2014-001,3/11/2014,L,QA,,3A,,,1,2.46,1,1,143,0.109,0.14,2.306,0.144,10.189,10.333,4QTRS
20141,CO2,5,Waukegan,883,8,T,C,,390,MW,803,803-Q1-2014-001,3/13/2014,H,QA,,3A,,,1,1.63,1,1,374,0.067,0.09,2.306,-0.133,12.422,12.289,4QTRS
20141,CO2,5,Joppa Steam,887,CS1,T,C,PNG,380,MW,CB1,CB1-Q1-2014-001,2/27/2014,H,QA,,3A,,,1,1.27,1,1,353,0.116,0.15,2.306,-0.044,12.7,12.656,4QTRS
20141,CO2,5,Joppa Steam,887,CS1,T,C,PNG,380,MW,CP1,CP1-Q1-2014-001,2/27/2014,H,QA,,3A,,,1,0.73,1,1,353,0.081,0.11,2.306,0.011,12.644,12.656,4QTRS
20141,CO2,5,Joppa Steam,887,CS2,T,C,PNG,380,MW,CB2,CB2-Q1-2014-001,2/25/2014,H,QA,,3A,,,1,0.92,1,1,363,0.068,0.09,2.306,0.044,12.1,12.144,4QTRS
20141,CO2,5,Joppa Steam,887,CS2,T,C,PNG,380,MW,CP2,CP2-Q1-2014-001,2/25/2014,H,QA,,3A,,,1,2,1,1,362,0.077,0.1,2.306,-0.167,12.344,12.178,4QTRS
20141,CO2,5,Joppa Steam,887,CS3,T,C,,380,MW,CB3,CB3-Q1-2014-001,2/26/2014,H,QA,,3A,,,1,1.02,1,1,354,0.054,0.07,2.306,0.067,11.833,11.9,4QTRS
20141,CO2,5,Joppa Steam,887,CS3,T,C,,380,MW,CP3,CP3-Q1-2014-001,2/26/2014,H,QA,,3A,,,1,2.52,1,1,354,0.056,0.07,2.306,-0.244,12.167,11.922,4QTRS
20141,CO2,5,Marion,976,4,C,C,OOL,195,MW,403,403-Q1-2014-001,2/19/2014,H,QA,,3A,,,1,2.38,1,1,175,0,0,2.306,-0.3,12.9,12.6,4QTRS
20141,CO2,5,Marion,976,4,C,C,OOL,195,MW,503,503-Q1-2014-001,2/19/2014,H,QA,,3A,,,1,2.38,1,1,175,0,0,2.306,-0.3,12.9,12.6,4QTRS
20141,CO2,5,Tanners Creek,988,U4,C,C,,583,MW,1LC,1LC4-20140226-0810,2/26/2014,H,QA,,3A,,,1,2.23,1,1,534,0.1,0.08,2.306,0.211,11.944,12.156,4QTRS
20141,CO2,5,Tanners Creek,988,U4,C,C,,583,MW,1RC,1RC4-20140226-0810,2/26/2014,H,QA,,3A,,,1,0.86,1,1,534,0,0.05,2.228,0.073,12.1,12.173,4QTRS
20141,CO2,5,IPL - Eagle Valley Generating Station,991,CS592,T,C,,130,MW,501,501-Q1-2014-001,1/22/2014,H,QA,,3A,,,1,1.78,1,1,100,0.064,0.08,2.306,-0.122,10.6,10.478,4QTRS
20141,CO2,5,IPL - Eagle Valley Generating Station,991,CS592,T,C,,130,MW,511,511-Q1-2014-001,1/22/2014,H,QA,,3A,,,1,16.56,,,100,0.102,0.13,2.306,1.633,8.844,10.478,
20141,CO2,5,IPL - Petersburg Generating Station,994,MS1B,T,C,,300,MW,M01,M01-Q1-2014-001,2/17/2014,H,QA,,3A,,,1,2.21,1,1,246,0.075,0.1,2.306,-0.178,11.578,11.4,4QTRS
20141,CO2,5,IPL - Petersburg Generating Station,994,MS1B,T,C,,300,MW,S01,S01-Q1-2014-001,2/17/2014,H,QA,,3A,,,1,2.21,1,1,245,0.086,0.11,2.306,-0.167,11.578,11.411,4QTRS
20141,CO2,5,IPL - Petersburg Generating Station,994,MS2B,T,C,,500,MW,M21,M21-Q1-2014-001,2/18/2014,H,QA,,3A,,,1,0.57,1,1,415,0.053,0.07,2.262,0.01,11.04,11.05,4QTRS
20141,CO2,5,IPL - Petersburg Generating Station,994,MS2B,T,C,,500,MW,S21,S21-Q1-2014-001,2/18/2014,H,QA,,3A,,,1,0.98,1,1,415,0.088,0.12,2.262,0.02,11.03,11.05,4QTRS
20141,CO2,5,Bailly Generating Station,995,CS001,C,C,,530,MW,104,104-Q1-2014-001,3/4/2014,H,QA,,3A,,,1,1.39,1,1,514,0.064,0.08,2.306,-0.078,10.289,10.211,4QTRS
20141,CO2,5,Bailly Generating Station,995,CS001,C,C,,530,MW,204,204-Q1-2014-001,3/4/2014,H,QA,,3A,,,1,3.53,1,1,514,0.116,0.15,2.306,-0.244,10.444,10.2,4QTRS
20141,CO2,7,La Cygne,1241,1,C,C,,825,MW,148,148-Q1-2014-1,3/18/2014,H,QA,,3A,,,1,1.71,1,1,725,0.064,0.08,2.306,0.122,10.767,10.889,4QTRS
20141,CO2,7,La Cygne,1241,2,DB,C,OOL,720,MW,211,211-Q1-2014-1,3/20/2014,H,QA,,3A,,,1,2.96,1,1,633,0.071,0.09,2.306,0.289,11.867,12.156,4QTRS
20141,CO2,7,Lawrence Energy Center,1250,3,T,C,PNG,80,MW,308,308-Q1-2014-001,2/6/2014,H,QA,,3A,,,1,2.24,1,1,52,0.207,0.27,2.306,0.056,11.667,11.722,4QTRS
20141,CO2,4,E W Brown,1355,CS123,"DB,T",C,,760,MW,330,330-Q1-2014-001,3/12/2014,H,QA,,3A,,,1,3.35,1,1,715,0.051,0.07,2.306,0.322,10.811,11.133,4QTRS
20141,CO2,4,Mill Creek,1364,3,DB,C,,470,MW,130,130-Q1-2014-001,1/14/2014,H,QA,,3A,,,1,2.12,1,1,429,0.054,0.07,2.306,-0.167,10.6,10.433,4QTRS
20141,CO2,4,HMP and L Station 2,1382,CS12,DB,C,,360,MW,H33,CS12-H33-2014,3/20/2014,M,QA,,3A,,,1,6.64,1,1,156,0.181,0.24,2.306,-0.556,11.644,11.089,4QTRS
20141,CO2,4,HMP and L Station 2,1382,MS1,DB,C,,180,MW,H13,MS1-H13-2014,3/18/2014,H,QA,,3A,,,1,6.7,1,1,160,0.154,0.2,2.306,-0.5,10.256,9.756,4QTRS
20141,CO2,4,HMP and L Station 2,1382,MS2,DB,C,,180,MW,H23,MS2-H23-2014,3/19/2014,H,QA,,3A,,,1,6.72,1,1,160,0.112,0.15,2.306,-0.589,11.011,10.422,4QTRS
20141,CO2,4,William C. Dale,1385,CS2,DB,C,,160,MW,333,333-Q1-2014-001,3/5/2014,H,QA,,3A,,,1,0.7,1,1,150,0.077,0.1,2.306,0,10.989,10.989,4QTRS
20141,CO2,3,Dickerson,1572,CSDW13,T,C,,573,MW,W07,W07-Q1-2014-001,1/10/2014,L,QA,,3A,,,1,1.37,1,1,210,0.038,0.05,2.306,-0.067,7.722,7.656,4QTRS
20141,CO2,3,Morgantown,1573,MSFW1,T,C,OIL,645,MW,W03,W03-Q1-2014-002,1/14/2014,L,QA,,3A,,,1,3.88,1,1,335,0.041,0.05,2.306,0.344,9.589,9.933,4QTRS
20141,CO2,3,Morgantown,1573,MSFW2,T,C,OIL,645,MW,W03,W03-Q1-2014-001,1/16/2014,L,QA,,3A,,,1,4.43,1,1,335,0.06,0.08,2.306,-0.389,10.533,10.144,4QTRS
20141,CO2,1,Brayton Point,1619,2,T,C,"OIL,PNG",259,MW,C2B,CO2-C2B-20140325,3/25/2014,H,QA,,3A,,,1,1.49,1,1,230,0.046,0.06,2.306,-0.111,10.656,10.544,4QTRS
20141,CO2,5,Monroe,1733,1,CB,C,DSL,835,MW,103,RATA-Q12014-103-53,2/13/2014,H,INITIAL,,3A,,,1,1.67,1,1,804,0,0,2.306,0.2,11.811,12.011,4QTRS
20141,CO2,5,St. Clair,1743,1,DB,C,"OIL,PNG",180,MW,103,RATA-Q12014-103-1,3/11/2014,M,QA,,3A,,,1,0.94,1,1,114,0.041,0.05,2.306,0.044,8.967,9.011,4QTRS
20141,CO2,5,St. Clair,1743,2,DB,C,"OIL,PNG",184,MW,203,RATA-Q12014-203-1,3/27/2014,M,QA,,3A,,,1,2.04,1,1,101,0.038,0.05,2.306,0.1,6.678,6.778,4QTRS
20141,CO2,5,St. Clair,1743,3,DB,C,"OIL,PNG",189,MW,303,RATA-Q12014-303-1,3/12/2014,M,QA,,3A,,,1,0.97,1,1,119,0.041,0.05,2.306,-0.044,8.833,8.789,4QTRS
20141,CO2,5,Eckert Station,1831,1,DB,C,,48,MW,103,103-Q1-2014-001,2/5/2014,M,QA,,3A,,,1,3.65,1,1,33,0.179,0.23,2.306,0.322,13.433,13.756,4QTRS
20141,CO2,5,Wyandotte,1866,5,S,PNG,,185,KLBHR,503,503-Q1-2014-001,1/23/2014,N,QA,,3A,,,1,1.87,1,1,67,0.054,0.07,2.306,0.067,6.411,6.478,4QTRS
20141,CO2,4,Watson Electric Generating Plant,2049,4,DB,C,PNG,290,MW,4A3,2014031207474A3,3/12/2014,H,RECERT,,3A,,,1,1.09,1,1,250,0.019,0.03,2.306,0.095,10.424,10.519,4QTRS
20141,CO2,4,Watson Electric Generating Plant,2049,5,DB,C,PNG,560,MW,5A3,2014033108095A3,3/31/2014,L,RECERT,,3A,,,1,3.05,1,1,220,0.197,0.26,2.306,-0.07,8.89,8.82,4QTRS
20141,CO2,7,Asbury,2076,1,C,C,,220,MW,103,86,3/12/2014,L,QA,,3A,,,1,6.65,1,1,150,0.051,0.07,2.306,-0.878,14.844,13.967,4QTRS
20141,CO2,7,Montrose,2080,1,T,C,,190,MW,108,108-Q1-2014-1,1/22/2014,M,DIAG,,3A,,,1,4.67,1,1,121,0.282,0.37,2.306,0.278,11.7,11.978,4QTRS
20141,CO2,7,Montrose,2080,1,T,C,,190,MW,108,108-Q1-2014-2,3/13/2014,H,DIAG,,3A,,,1,0.97,1,1,180,0.054,0.07,2.306,0.067,12.411,12.478,4QTRS
20141,CO2,1,Merrimack,2364,CS001,C,C,,510,MW,CC2,RATA-Q12014-CC2-55,2/18/2014,H,QA,,3A,,,1,1.76,1,1,468,0.105,0.14,2.306,0.111,12.167,12.278,4QTRS
20141,CO2,1,Merrimack,2364,MS001,C,C,,135,MW,1C2,RATA-Q12014-1C2-53,2/20/2014,H,QA,,3A,,,1,2.77,1,1,121,0.078,0.1,2.306,0.256,11.789,12.044,4QTRS
20141,CO2,2,Hudson Generating Station,2403,2,DB,C,PNG,660,MW,583,RATA-Q12014-583-3,2/12/2014,L,QA,,3A,,,1,5.16,1,1,303,0,0,2.306,0.4,7.356,7.756,4QTRS
20141,CO2,2,Mercer Generating Station,2408,1,WBF,C,PNG,348,MW,853,RATA-Q12014-853-1,1/21/2014,L,QA,,3A,,,1,3.49,1,1,90,0.071,0.09,2.306,0.089,4.5,4.589,4QTRS
20141,CO2,2,Mercer Generating Station,2408,2,WBF,C,PNG,347,MW,883,RATA-Q12014-883-23,1/10/2014,L,QA,,3A,,,1,1.45,1,1,104,0.077,0.1,2.306,0.033,7.578,7.611,4QTRS
20141,CO2,2,"Cayuga Operating Company, LLC",2535,CSM001,T,C,OIL,230,MW,341,RATA-Q12014-341-1,2/12/2014,M,QA,,3A,,,1,5.75,1,1,162,0.149,0.19,2.306,-0.4,9.944,9.544,4QTRS
20141,CO2,2,"Cayuga Operating Company, LLC",2535,CSM002,T,C,OIL,230,MW,342,RATA-Q12014-342-1,2/14/2014,M,QA,,3A,,,1,1.24,1,1,152,0.059,0.08,2.306,-0.067,10.167,10.1,4QTRS
20141,CO2,4,Roxboro,2712,1,DB,C,OIL,411,MW,530,530-2014-1,2/25/2014,H,QA,,3A,,,1,2.55,1,1,403,0.041,0.05,2.306,-0.244,11.433,11.189,4QTRS
20141,CO2,4,Roxboro,2712,1,DB,C,OIL,411,MW,531,531-2014-1,2/25/2014,H,QA,,3A,,,1,0.48,1,1,403,0.054,0.07,2.306,0,11.211,11.211,4QTRS
20141,CO2,4,Roxboro,2712,2,T,C,OIL,750,MW,230,230-2014-1,2/25/2014,H,QA,,3A,,,1,0.87,1,1,699,0.09,0.12,2.306,0.011,11.533,11.544,4QTRS
20141,CO2,4,Roxboro,2712,2,T,C,OIL,750,MW,231,231-2014-1,2/25/2014,H,QA,,3A,,,1,1.1,1,1,699,0.094,0.12,2.306,-0.033,11.578,11.544,4QTRS
20141,CO2,4,Marshall,2727,3,T,C,"DSL,OOL",755,MW,310,310-Q1-2014-001,2/5/2014,H,QA,,3A,,,1,5.62,1,1,705,0.109,0.14,2.306,-0.467,10.711,10.244,4QTRS
20141,CO2,4,Marshall,2727,4,T,C,DSL,755,MW,403,403-Q1-2014-001,2/10/2014,H,QA,,3A,,,1,4.91,1,1,699,0.128,0.17,2.306,-0.344,9.967,9.622,4QTRS
20141,CO2,4,Marshall,2727,CS001,T,C,DSL,830,MW,103,103-Q1-2014-001,2/4/2014,H,QA,,3A,,,1,3.02,1,1,793,0.084,0.11,2.306,-0.222,10.367,10.144,4QTRS
20141,CO2,5,Cardinal,2828,2,CB,C,,700,MW,5LC,5LC4-20140115-1205,1/15/2014,H,QA,,3A,,,1,4.21,1,1,608,0.1,0.09,2.306,-0.367,10.656,10.289,4QTRS
20141,CO2,5,Cardinal,2828,2,CB,C,,700,MW,5RC,5RC4-20140115-1205,1/15/2014,H,QA,,3A,,,1,3.5,1,1,608,0.1,0.09,2.306,-0.289,10.578,10.289,4QTRS
20141,CO2,5,Eastlake,2837,2,T,C,,170,MW,201,201-Q1-2014-001,3/6/2014,L,QA,,3A,,,1,1.59,1,1,66,0.081,0.11,2.306,0.011,5.767,5.778,4QTRS
20141,CO2,5,Eastlake,2837,3,T,C,,170,MW,301,301-Q1-2014-001,2/25/2014,L,QA,,3A,,,1,3.88,1,1,67,0.2,0.26,2.306,0.056,6.533,6.589,4QTRS
20141,CO2,5,Conesville,2840,4,T,C,,900,MW,5LC,5LC4-20140122-1101,1/22/2014,H,QA,,3A,,,1,0.49,1,1,842,0.1,0.07,2.306,0,11.1,11.1,4QTRS
20141,CO2,5,Conesville,2840,4,T,C,,900,MW,5RC,5RC4-20140122-1101,1/22/2014,H,QA,,3A,,,1,1.39,1,1,842,0.1,0.07,2.306,-0.1,11.2,11.1,4QTRS
20141,CO2,5,Conesville,2840,CS056,T,C,,920,MW,1LC,1LC4-20140129-1101,1/29/2014,H,QA,,3A,,,1,4.72,1,1,884,0.1,0.11,2.306,-0.489,12.567,12.078,4QTRS
20141,CO2,5,Conesville,2840,CS056,T,C,,920,MW,1RC,1RC4-20140129-1101,1/29/2014,H,QA,,3A,,,1,1.46,1,1,884,0.1,0.14,2.306,0.067,11.922,11.989,4QTRS
20141,CO2,5,W H Sammis,2866,CSA,"CB,DB",C,,1750,MW,23,023-Q1-2014-001,2/12/2014,H,QA,,3A,,,1,1.79,1,1,1594,0.169,0.22,2.306,-0.011,10.1,10.089,4QTRS
20141,CO2,5,W H Sammis,2866,CSB,"CB,DB",C,,1750,MW,33,033-Q1-2014-001,2/12/2014,H,QA,,3A,,,1,3.55,1,1,1594,0.056,0.07,2.306,0.344,10.922,11.267,4QTRS
20141,CO2,5,W H Sammis,2866,CSC,DB,C,,860,MW,13,013-Q1-2014-001,2/24/2014,H,QA,,3A,,,1,3.49,1,1,727,0.054,0.07,2.306,0.3,9.856,10.156,4QTRS
20141,CO2,5,Muskingum River,2872,5,CB,C,,680,MW,1LC,1LC4-20140206-0754,2/6/2014,H,QA,,3A,,,1,0.95,1,1,628,0,0.03,2.306,0.089,11.911,12,4QTRS
20141,CO2,5,Muskingum River,2872,5,CB,C,,680,MW,1RC,1RC4-20140206-0754,2/6/2014,H,QA,,3A,,,1,0.71,1,1,628,0,0.05,2.306,-0.044,12.067,12.022,4QTRS
20141,CO2,3,Portland,3113,1,T,C,DSL,177,MW,C11,C11-Q1-2014-001,1/29/2014,L,QA,,3A,,,1,1.04,1,1,91,0.034,0.04,2.306,-0.078,10.789,10.711,4QTRS
20141,CO2,3,Seward,3130,CS1,CFB,CRF,,4026,KLBHR,E09,E09-Q1-2014-001,2/25/2014,H,QA,,3A,,,1,0.67,1,1,3910,0.074,0.1,2.306,0,11.067,11.067,4QTRS
20141,CO2,3,Shawville,3131,2,DB,C,PNG,150,MW,S39,S39-Q1-2014-001,3/19/2014,L,QA,,3A,,,1,1.34,1,1,60,0.064,0.08,2.306,-0.078,10.678,10.6,4QTRS
20141,CO2,3,Shawville,3131,CS1,T,C,PNG,384,MW,S69,S69-Q1-2014-001,3/20/2014,L,QA,,3A,,,1,1.62,1,1,164,0.038,0.05,2.306,-0.1,8.622,8.522,4QTRS
20141,CO2,3,Keystone,3136,1,T,C,PNG,936,MW,K09,K09-Q1-2014-001,2/12/2014,H,QA,,3A,,,1,3.22,1,1,920,0.114,0.15,2.306,-0.222,10.644,10.422,4QTRS
20141,CO2,3,Keystone,3136,2,T,C,PNG,936,MW,K59,K59-Q1-2014-001,2/13/2014,H,QA,,3A,,,1,2.23,1,1,909,0.054,0.07,2.306,-0.167,10.1,9.933,4QTRS
20141,CO2,3,"Brunner Island, LLC",3140,3,T,C,,805,MW,333,RATA-Q12014-333-14,3/19/2014,H,QA,,3A,,,1,2.76,1,1,760,0.105,0.14,2.306,0.189,10.467,10.656,4QTRS
20141,CO2,3,"Brunner Island, LLC",3140,CS102F,T,C,OOL,810,MW,113,RATA-Q12014-113-14,3/20/2014,H,QA,,3A,,,1,1.88,1,1,733,0.068,0.09,2.306,0.144,11.144,11.289,4QTRS
20141,CO2,4,Williams,3298,WIL1,T,C,OIL,668,MW,2W2,RATA-Q12014-2W2-1,2/18/2014,L,QA,,3A,,,1,0.66,1,1,484,0.038,0.05,2.306,-0.033,10.944,10.911,4QTRS
20141,CO2,4,Williams,3298,WIL1,T,C,OIL,668,MW,2X2,RATA-Q12014-2X2-1,2/18/2014,L,QA,,3A,,,1,0.8,1,1,485,0.054,0.07,2.306,0.033,10.867,10.9,4QTRS
20141,CO2,4,Gallatin,3403,CSGA12,T,C,,600,MW,300,300-Q1-2014-002,1/31/2014,H,QA,,3A,,,1,2.37,1,1,461,0.054,0.07,2.306,-0.2,10.933,10.733,4QTRS
20141,CO2,4,Gallatin,3403,CSGA34,T,C,,656,MW,300,300-Q1-2014-001,1/30/2014,H,QA,,3A,,,1,0.73,1,1,545,0.041,0.05,2.306,-0.044,11.733,11.689,4QTRS
20141,CO2,4,Johnsonville,3406,CSJO10,"DB,T",C,,1382,MW,300,300-Q1-2014-001,2/12/2014,M,QA,,3A,,,1,1.57,1,1,277,0.038,0.05,2.306,-0.1,8.933,8.833,4QTRS
20141,CO2,6,W A Parish,3470,WAP5,DB,C,PNG,768,MW,COX,COX-Q1-2014-002,3/24/2014,H,QA,,3A,,,1,2.02,1,1,701,0.127,0.17,2.306,-0.1,11.333,11.233,4QTRS
20141,CO2,6,W A Parish,3470,WAP7,T,C,PNG,660,MW,COX,COX-Q1-2014-001,3/10/2014,H,QA,,3A,,,1,9.93,1,1,600,0.223,0.29,2.306,-0.978,13.078,12.1,2QTRS
20141,CO2,6,Big Brown,3497,1,T,C,,652,MW,C02,C02-Q1-2014-001,3/13/2014,H,QA,,3A,,,1,0.86,1,1,629,0.075,0.1,2.306,-0.022,11.344,11.322,4QTRS
20141,CO2,6,Big Brown,3497,2,T,C,,654,MW,C02,C02-Q1-2014-002,3/19/2014,H,QA,,3A,,,1,1.11,1,1,591,0.051,0.07,2.306,-0.078,11.667,11.589,4QTRS
20141,CO2,3,Chesterfield Power Station,3797,6,T,C,,781,MW,630,630-Q1-2014-001,3/13/2014,H,QA,,3A,,,1,2.57,1,1,716,0.034,0.04,2.306,0.278,11.867,12.144,4QTRS
20141,CO2,3,Chesapeake Energy Center,3803,1,T,C,,130,MW,130,130-Q1-2014-001,2/4/2014,H,QA,,3A,,,1,0.92,1,1,110,0,0,2.306,-0.1,10.911,10.811,4QTRS
20141,CO2,3,Chesapeake Energy Center,3803,2,T,C,,130,MW,230,230-Q1-2014-001,2/5/2014,H,QA,,3A,,,1,2.79,1,1,110,0.026,0.03,2.306,-0.289,11.544,11.256,4QTRS
20141,CO2,3,Chesapeake Energy Center,3803,4,T,C,,255,MW,430,430-Q1-2014-001,1/10/2014,M,QA,,3A,,,1,2.24,1,1,177,0.046,0.06,2.306,-0.189,10.667,10.478,4QTRS
20141,CO2,3,Possum Point Power Station,3804,5,T,OIL,,898,MW,530,530-Q1-2014-001,1/23/2014,N,QA,,3A,,,1,1.34,1,1,642,0.051,0.07,2.306,-0.078,9.689,9.611,4QTRS
20141,CO2,3,John E Amos,3935,1,DB,C,,900,MW,4LC,4LC4-20140131-1100,1/31/2014,H,QA,,3A,,,1,3.7,1,1,858,0,0.03,2.228,-0.391,11.491,11.1,4QTRS
20141,CO2,3,John E Amos,3935,1,DB,C,,900,MW,4RC,4RC4-20140131-1100,1/31/2014,H,QA,,3A,,,1,4.1,1,1,858,0,0.04,2.306,-0.422,11.544,11.122,4QTRS
20141,CO2,3,John E Amos,3935,2,DB,C,,900,MW,2LC,2LC4-20140130-1144,1/30/2014,H,QA,,3A,,,1,1.33,1,1,860,0,0.05,2.306,-0.1,10.544,10.444,4QTRS
20141,CO2,3,John E Amos,3935,2,DB,C,,900,MW,2RC,2RC4-20140130-1144,1/30/2014,H,QA,,3A,,,1,4.75,1,1,860,0,0.05,2.306,-0.456,10.9,10.444,4QTRS
20141,CO2,3,Kanawha River,3936,CS012,DVF,C,,485,MW,1LC,1LC4-20140225-0907,2/25/2014,L,QA,,3A,,,1,0.85,1,1,160,0,0.05,2.306,-0.044,10.011,9.967,4QTRS
20141,CO2,3,Kanawha River,3936,CS012,DVF,C,,485,MW,1RC,1RC4-20140225-0907,2/25/2014,L,QA,,3A,,,1,0.85,1,1,160,0,0.05,2.306,-0.044,10.011,9.967,4QTRS
20141,CO2,3,Phil Sporn,3938,CS014,DVF,C,,680,MW,1LC,1LC4-20140115-0832,1/15/2014,M,QA,,3A,,,1,2.32,1,1,275,0.127,0.17,2.306,-0.1,9.889,9.789,4QTRS
20141,CO2,3,Phil Sporn,3938,CS014,DVF,C,,680,MW,1RC,1RC4-20140115-0832,1/15/2014,M,QA,,3A,,,1,1.13,1,1,275,0.05,0.07,2.262,-0.06,9.76,9.7,4QTRS
20141,CO2,3,Fort Martin Power Station,3943,1,T,C,,605,MW,304,304-Q1-2014-001,2/25/2014,H,QA,,3A,,,1,0.34,1,1,558,0.038,0.05,2.306,0,11.322,11.322,4QTRS
20141,CO2,3,Fort Martin Power Station,3943,1,T,C,,605,MW,504,504-Q1-2014-001,2/25/2014,H,QA,,3A,,,1,0.93,1,1,558,0.038,0.05,2.306,-0.067,11.411,11.344,4QTRS
20141,CO2,3,Fort Martin Power Station,3943,2,CB,C,,600,MW,404,404-Q1-2014-001,3/4/2014,H,QA,,3A,,,1,3.12,1,1,569,0.051,0.07,2.306,-0.278,10.811,10.533,4QTRS
